PK_TRANSACAO,FK_CONTA,FK_CLIENTE,FK_AGENCIA,FK_COLABORADOR,NUMERO_TRANSACAO,TS_TRANSACAO,NOME_TRANSACAO,TIPO_TRASACAO,VALOR_TRANSACAO
9233,915,915,7,14,9233,2016-02-01T10:12:49.621Z,Compra Crédito,Débito,-82.95
9234,21,21,2,86,9234,2012-10-20T11:14:27.826Z,Compra Crédito,Débito,-25.03
9235,361,361,7,100,9235,2016-10-04T09:41:56.764Z,Compra Débito,Débito,-30.39
9236,48,48,7,100,9236,2022-12-30T23:44:31.195Z,Pix - Recebido,Crédito,505.3
9237,2,2,7,100,9237,2021-02-11T12:00:40.289Z,Compra Crédito,Débito,-15.12
9238,76,76,1,60,9238,2014-09-15T19:22:03.740Z,Compra Crédito,Débito,-52.91
9239,514,514,9,65,9239,2021-10-21T23:16:59.200Z,Pix - Realizado,Débito,-105.8
9240,240,240,7,14,9240,2021-02-11T07:26:49.321Z,Pix - Recebido,Crédito,919.4
9241,512,512,5,55,9241,2017-11-04T06:09:43.355Z,Compra Crédito,Débito,-14.9
9242,546,546,1,61,9242,2021-02-02T02:10:47.704Z,Pix - Recebido,Crédito,341.2
9243,828,828,2,24,9243,2013-03-01T20:40:56.267Z,Compra Débito,Débito,-18.58
9244,117,117,4,57,9244,2014-10-25T12:06:34.254Z,Saque,Débito,-31.56
9245,557,557,2,29,9245,2018-11-08T09:26:21.658Z,TED - Recebido,Crédito,39140.0
9246,282,282,7,42,9246,2016-04-10T14:48:09.363Z,Compra Crédito,Débito,-40.44
9247,346,346,1,26,9247,2022-08-09T21:41:16.880Z,Compra Crédito,Débito,-42.75
9248,91,91,7,14,9248,2020-02-01T10:39:13.739Z,Compra Crédito,Débito,-12.14
9249,977,977,7,14,9249,2021-02-27T19:38:25.846Z,Pix - Realizado,Débito,-1115.3
9250,6,6,7,100,9250,2017-11-23T15:20:02.325Z,Compra Débito,Débito,-6.82
9251,333,333,3,13,9251,2018-11-14T20:12:31.030Z,Compra Débito,Débito,-45.25
9252,950,950,3,31,9252,2018-03-11T16:39:21.242Z,Compra Crédito,Débito,-14.69
9253,274,274,4,19,9253,2014-08-25T05:15:06.728Z,Compra Crédito,Débito,-67.92
9254,577,577,1,61,9254,2021-01-31T01:34:02.554Z,Compra Débito,Débito,-88.42
9255,913,913,7,33,9255,2019-05-21T08:51:55.025Z,Compra Crédito,Débito,-52.69
9256,794,794,7,33,9256,2018-11-29T01:11:56.255Z,Compra Crédito,Débito,-23.19
9257,895,895,7,14,9257,2016-04-01T11:04:35.899Z,Compra Crédito,Débito,-17.36
9258,714,714,7,7,9258,2016-03-04T21:00:05.428Z,Depósito em espécie,Crédito,29.53
9259,709,709,3,31,9259,2020-04-07T19:24:32.878Z,Compra Crédito,Débito,-35.22
9260,830,830,1,18,9260,2015-05-07T10:35:21.715Z,Compra Crédito,Débito,-69.28
9261,527,527,7,33,9261,2019-07-05T19:05:09.443Z,Compra Crédito,Débito,-35.0
9262,221,221,4,45,9262,2018-10-21T16:18:23.232Z,Compra Crédito,Débito,-35.37
9263,383,383,7,14,9263,2021-06-08T14:09:44.884Z,Compra Débito,Débito,-80.57
9264,467,467,10,27,9264,2022-12-11T17:11:46.063Z,Compra Débito,Débito,-13.79
9265,629,629,3,98,9265,2017-06-24T04:02:40.744Z,Compra Crédito,Débito,-9.63
9266,780,780,8,6,9266,2018-03-23T01:27:01.884Z,Depósito em espécie,Crédito,27.94
9267,156,156,2,9,9267,2012-05-08T06:33:46.122Z,Compra Débito,Débito,-37.75
9268,552,552,4,1,9268,2022-12-26T19:41:16.332Z,Compra Crédito,Débito,-53.58
9269,102,102,7,7,9269,2022-01-02T23:47:58.417Z,Compra Débito,Débito,-61.51
9270,168,168,7,100,9270,2018-12-21T09:24:42.130Z,Transferência entre CC - Crédito,Crédito,1746.1
9271,400,400,5,2,9271,2021-10-17T15:46:08.089Z,Compra Crédito,Débito,-40.15
9272,733,733,6,4,9272,2022-02-09T15:50:43.360Z,Compra Débito,Débito,-46.23
9273,4,4,7,42,9273,2019-10-15T00:17:34.267Z,Compra Débito,Débito,-34.12
9274,826,826,7,71,9274,2018-05-09T20:20:40.118Z,Saque,Débito,-334.41
9275,155,155,3,16,9275,2020-05-15T10:16:35.906Z,Compra Débito,Débito,-38.72
9276,774,774,1,39,9276,2019-12-03T15:10:00.462Z,Compra Crédito,Débito,-9.2
9277,111,111,7,33,9277,2022-12-30T20:23:15.508Z,Compra Débito,Débito,-78.05
9278,369,369,1,72,9278,2021-10-22T02:39:34.222Z,Pix - Realizado,Débito,-499.4
9279,108,108,3,31,9279,2020-04-08T15:31:44.969Z,Depósito em espécie,Crédito,60.0
9280,802,802,3,13,9280,2022-12-01T06:38:08.618Z,Pix - Realizado,Débito,-249.4
9281,941,941,7,7,9281,2017-04-06T04:13:39.644Z,Compra Débito,Débito,-40.59
9282,691,691,7,7,9282,2022-10-15T01:18:51.479Z,Saque,Débito,-623.52
9283,35,35,7,100,9283,2018-10-28T06:01:02.390Z,Compra Débito,Débito,-18.18
9284,445,445,1,92,9284,2010-03-31T20:40:47.991Z,Depósito em espécie,Crédito,82.55
9285,508,508,4,1,9285,2019-07-15T16:04:42.979Z,Compra Crédito,Débito,-324.6
9286,780,780,8,6,9286,2018-03-23T05:34:38.770Z,Compra Crédito,Débito,-24.23
9287,884,884,7,71,9287,2019-03-15T22:33:50.642Z,Compra Crédito,Débito,-13.22
9288,800,800,1,92,9288,2022-07-23T05:53:49.087Z,Compra Débito,Débito,-86.02
9289,556,556,7,100,9289,2018-09-25T19:51:32.305Z,Compra Débito,Débito,-48.66
9290,676,676,1,26,9290,2022-03-29T08:28:32.211Z,Compra Crédito,Débito,-127.5
9291,883,883,7,42,9291,2022-12-17T06:22:33.109Z,Compra Débito,Débito,-9.53
9292,190,190,7,14,9292,2022-10-24T01:21:48.604Z,Depósito em espécie,Crédito,47.21
9293,480,480,7,7,9293,2016-05-23T21:06:43.079Z,Compra Crédito,Débito,-267.92
9294,812,812,4,35,9294,2022-02-24T08:43:36.018Z,Compra Crédito,Débito,-26.39
9295,416,416,7,7,9295,2022-05-19T09:16:11.350Z,Compra Débito,Débito,-23.54
9296,993,993,7,14,9296,2019-10-04T06:41:09.809Z,Compra Crédito,Débito,-41.56
9297,551,551,1,32,9297,2017-09-02T05:55:58.765Z,Compra Crédito,Débito,-142.5
9298,831,831,7,14,9298,2021-08-20T09:10:38.567Z,Compra Débito,Débito,-7.38
9299,928,928,7,42,9299,2022-07-21T10:47:47.385Z,Compra Crédito,Débito,-7.53
9300,776,776,4,1,9300,2018-05-12T21:22:28.127Z,Compra Crédito,Débito,-15.41
9301,975,975,1,32,9301,2014-11-26T21:13:15.894Z,Compra Crédito,Débito,-33.51
9302,2,2,7,100,9302,2021-03-03T22:10:13.537Z,TED - Recebido,Crédito,21430.0
9303,135,135,1,75,9303,2021-04-09T05:54:01.828Z,Pix - Recebido,Crédito,627.7
9304,921,921,5,34,9304,2018-02-20T20:03:11.161Z,Compra Débito,Débito,-43.21
9305,379,379,2,86,9305,2012-04-18T18:04:15.132Z,Compra Crédito,Débito,-38.78
9306,503,503,7,14,9306,2022-12-30T23:09:10.955Z,Depósito em espécie,Crédito,246.35
9307,923,923,7,71,9307,2021-02-22T01:56:22.562Z,Compra Crédito,Débito,-36.71
9308,312,312,7,71,9308,2022-10-16T11:25:38.470Z,Compra Débito,Débito,-65.19
9309,582,582,7,42,9309,2021-06-20T21:03:23.436Z,Pix - Realizado,Débito,-361.0
9310,10,10,3,98,9310,2016-02-22T14:29:18.682Z,Compra Crédito,Débito,-308.62
9311,741,741,7,100,9311,2020-08-09T21:14:31.062Z,Compra Débito,Débito,-119.73
9312,386,386,3,51,9312,2013-10-27T15:05:57.660Z,Compra Crédito,Débito,-47.77
9313,904,904,7,14,9313,2021-08-01T23:24:31.572Z,Pix - Realizado,Débito,-87.4
9314,110,110,3,31,9314,2014-03-21T06:06:53.473Z,Compra Crédito,Débito,-17.42
9315,66,66,7,33,9315,2019-08-30T10:40:07.606Z,TED - Recebido,Crédito,27750.0
9316,512,512,5,55,9316,2017-11-04T12:55:08.988Z,Compra Débito,Débito,-12.56
9317,135,135,1,75,9317,2021-04-09T06:15:52.422Z,Pix - Realizado,Débito,-128.8
9318,496,496,7,100,9318,2022-12-30T23:59:53.827Z,Pix - Realizado,Débito,-331.5
9319,375,375,2,70,9319,2020-02-10T05:06:50.926Z,Compra Débito,Débito,-23.46
9320,824,824,7,14,9320,2020-03-29T11:17:28.552Z,Compra Crédito,Débito,-61.03
9321,943,943,7,14,9321,2017-03-27T07:14:13.706Z,Compra Débito,Débito,-21.62
9322,853,853,2,86,9322,2015-12-17T16:57:51.647Z,Saque,Débito,-669.34
9323,39,39,2,84,9323,2016-02-09T08:19:58.813Z,Compra Débito,Débito,-13.02
9324,101,101,7,71,9324,2019-06-09T04:56:08.902Z,Compra Débito,Débito,-81.77
9325,781,781,1,36,9325,2021-11-26T17:25:42.531Z,Compra Crédito,Débito,-22.95
9326,946,946,7,42,9326,2022-03-08T18:19:15.149Z,Compra Crédito,Débito,-10.45
9327,866,866,7,42,9327,2021-12-25T02:32:51.240Z,Pix - Realizado,Débito,-147.9
9328,575,575,5,58,9328,2020-04-18T14:57:14.886Z,Compra Crédito,Débito,-36.69
9329,879,879,3,31,9329,2013-04-15T10:23:15.404Z,Compra Débito,Débito,-42.29
9330,163,163,2,84,9330,2022-12-28T13:53:39.560Z,Compra Crédito,Débito,-8.81
9331,863,863,7,42,9331,2023-01-04T11:20:24.095Z,Compra Débito,Débito,-87.61
9332,993,993,7,14,9332,2019-10-10T03:25:46.792Z,Depósito em espécie,Crédito,29.17
9333,737,737,6,22,9333,2021-02-15T22:29:08.854Z,Compra Débito,Débito,-80.5
9334,967,967,7,100,9334,2021-06-13T01:24:14.363Z,Pix - Realizado,Débito,-273.3
9335,423,423,8,47,9335,2022-07-03T11:26:44.589Z,Pix - Realizado,Débito,-84.2
9336,255,255,7,100,9336,2019-06-03T22:29:06.595Z,Compra Débito,Débito,-38.84
9337,992,992,2,82,9337,2014-07-10T11:45:22.791Z,Compra Crédito,Débito,-85.75
9338,675,675,7,100,9338,2021-07-09T19:53:16.875Z,Compra Crédito,Débito,-19.0
9339,4,4,7,42,9339,2019-10-15T00:27:57.371Z,Compra Crédito,Débito,-10.02
9340,693,693,7,33,9340,2017-01-25T05:18:23.601Z,Estorno de Debito,Crédito,26.66
9341,56,56,7,7,9341,2020-10-23T12:31:50.235Z,Compra Crédito,Débito,-20.65
9342,98,98,2,78,9342,2016-08-30T15:40:25.338Z,Compra Crédito,Débito,-30.51
9343,138,138,2,84,9343,2014-08-22T20:54:57.267Z,Depósito em espécie,Crédito,8.58
9344,294,294,2,95,9344,2015-03-18T03:09:02.019Z,Compra Crédito,Débito,-112.86
9345,390,390,7,14,9345,2022-01-15T09:22:43.756Z,Compra Débito,Débito,-43.44
9346,774,774,1,39,9346,2019-12-04T11:02:35.604Z,Compra Crédito,Débito,-29.85
9347,845,845,3,13,9347,2013-07-06T19:29:01.832Z,Depósito em espécie,Crédito,23.03
9348,638,638,3,73,9348,2020-10-17T14:45:39.248Z,Compra Débito,Débito,-14.92
9349,242,242,7,14,9349,2019-10-28T19:03:33.336Z,Compra Débito,Débito,-57.21
9350,385,385,4,19,9350,2020-09-28T05:40:40.531Z,Compra Crédito,Débito,-51.82
9351,808,808,3,31,9351,2014-11-26T17:52:16.947Z,Compra Crédito,Débito,-91.57
9352,78,78,7,42,9352,2022-12-10T04:04:26.379Z,Compra Débito,Débito,-45.19
9353,358,358,3,51,9353,2019-04-07T12:08:54.764Z,Compra Crédito,Débito,-28.99
9354,289,289,1,26,9354,2018-01-11T01:17:00.889Z,TED - Recebido,Crédito,17805.0
9355,358,358,3,51,9355,2019-04-08T09:41:02.224Z,Compra Débito,Débito,-69.77
9356,675,675,7,100,9356,2021-07-12T01:36:20.765Z,Compra Débito,Débito,-15.27
9357,122,122,7,100,9357,2018-10-07T15:10:05.675Z,Compra Crédito,Débito,-30.14
9358,746,746,7,100,9358,2022-11-07T13:24:51.845Z,Compra Débito,Débito,-39.68
9359,60,60,7,33,9359,2022-03-09T22:42:05.723Z,Pix - Realizado,Débito,-273.4
9360,652,652,7,14,9360,2022-06-12T01:34:53.799Z,Compra Crédito,Débito,-33.44
9361,482,482,9,12,9361,2021-12-07T06:29:41.370Z,Pix - Realizado,Débito,-149.4
9362,743,743,2,81,9362,2014-10-16T04:22:25.261Z,Compra Crédito,Débito,-23.73
9363,752,752,7,42,9363,2021-09-19T06:36:52.102Z,Pix - Recebido,Crédito,328.2
9364,456,456,3,13,9364,2014-04-23T20:29:49.995Z,Compra Crédito,Débito,-21.39
9365,421,421,7,14,9365,2020-09-28T01:43:00.203Z,Depósito em espécie,Crédito,83.67
9366,362,362,2,85,9366,2018-03-13T10:19:20.474Z,Compra Débito,Débito,-18.36
9367,321,321,7,7,9367,2018-12-11T08:29:05.313Z,Compra Crédito,Débito,-35.55
9368,342,342,7,33,9368,2016-05-23T03:43:24.060Z,Compra Débito,Débito,-9.7
9369,846,846,8,23,9369,2022-08-21T09:45:53.725Z,Compra Crédito,Débito,-40.28
9370,785,785,7,100,9370,2022-10-04T14:22:29.863Z,Pix - Realizado,Débito,-318.2
9371,341,341,1,80,9371,2020-10-02T00:02:43.716Z,Depósito em espécie,Crédito,28.86
9372,328,328,8,6,9372,2022-12-30T13:23:17.939Z,Compra Crédito,Débito,-29.51
9373,612,612,6,54,9373,2016-12-04T15:22:21.347Z,TED - Recebido,Crédito,17605.0
9374,786,786,7,14,9374,2017-12-15T22:43:59.582Z,Compra Crédito,Débito,-8.33
9375,722,722,7,7,9375,2019-08-15T16:52:19.478Z,Compra Crédito,Débito,-58.15
9376,254,254,7,100,9376,2022-12-30T23:45:03.079Z,Compra Crédito,Débito,-24.68
9377,798,798,3,13,9377,2020-01-25T18:26:58.434Z,Compra Débito,Débito,-30.46
9378,994,994,7,7,9378,2017-10-08T03:46:32.160Z,Compra Débito,Débito,-93.47
9379,302,302,7,71,9379,2022-09-03T21:58:46.914Z,Pix - Realizado,Débito,-636.4
9380,803,803,7,100,9380,2022-09-22T21:31:52.756Z,Compra Débito,Débito,-14.77
9381,740,740,4,19,9381,2020-09-04T03:55:00.552Z,Saque,Débito,-325.45
9382,733,733,6,4,9382,2022-02-11T18:33:02.636Z,Pix - Realizado,Débito,-456.3
9383,181,181,2,85,9383,2011-12-30T00:07:04.316Z,Compra Crédito,Débito,-1.04
9384,301,301,7,71,9384,2021-10-01T14:09:43.868Z,Compra Crédito,Débito,-15.12
9385,351,351,2,94,9385,2022-03-16T05:56:39.459Z,Pix - Recebido,Crédito,167.4
9386,685,685,7,33,9386,2017-01-04T12:44:18.751Z,Depósito em espécie,Crédito,20.02
9387,82,82,10,25,9387,2022-04-29T01:32:56.503Z,Compra Débito,Débito,-30.25
9388,896,896,6,88,9388,2018-10-05T12:55:44.736Z,Compra Débito,Débito,-11.77
9389,865,865,4,1,9389,2020-02-11T21:32:14.828Z,Compra Débito,Débito,-14.05
9390,232,232,5,15,9390,2022-10-09T15:24:01.248Z,Compra Débito,Débito,-77.0
9391,89,89,4,57,9391,2022-12-30T19:05:03.793Z,Transferência entre CC - Crédito,Crédito,186.3
9392,685,685,7,33,9392,2017-01-05T08:48:49.647Z,Compra Crédito,Débito,-27.69
9393,849,849,7,7,9393,2020-10-12T04:22:37.034Z,Compra Crédito,Débito,-22.67
9394,880,880,7,71,9394,2020-11-01T10:02:22.157Z,Compra Crédito,Débito,-69.33
9395,821,821,7,71,9395,2022-11-26T03:16:41.760Z,Compra Crédito,Débito,-8.11
9396,91,91,7,14,9396,2020-02-01T12:16:30.840Z,DOC - Recebido,Crédito,160560.0
9397,383,383,7,14,9397,2021-07-07T09:53:53.650Z,Compra Débito,Débito,-77.43
9398,638,638,3,73,9398,2020-10-17T19:43:43.508Z,Compra Crédito,Débito,-64.44
9399,176,176,4,35,9399,2018-07-07T00:00:40.567Z,Compra Crédito,Débito,-26.08
9400,893,893,3,16,9400,2012-10-06T08:54:23.456Z,Compra Crédito,Débito,-231.12
9401,953,953,7,7,9401,2021-04-22T03:23:20.136Z,Pix - Realizado,Débito,-209.6
9402,377,377,2,29,9402,2022-09-25T15:31:11.897Z,Pix - Recebido,Crédito,1415.3
9403,861,861,4,57,9403,2017-04-24T03:09:51.190Z,Estorno de Debito,Crédito,28.87
9404,524,524,7,33,9404,2017-11-23T00:16:10.843Z,Compra Crédito,Débito,-17.55
9405,758,758,5,50,9405,2016-06-09T21:39:56.429Z,Compra Débito,Débito,-41.4
9406,792,792,7,42,9406,2018-01-19T21:20:14.149Z,Compra Crédito,Débito,-18.35
9407,443,443,7,14,9407,2017-05-29T21:25:53.077Z,Compra Débito,Débito,-35.3
9408,802,802,3,13,9408,2022-12-01T06:41:52.337Z,Pix - Recebido,Crédito,482.0
9409,459,459,1,60,9409,2015-02-05T02:20:28.117Z,Compra Débito,Débito,-20.63
9410,541,541,1,62,9410,2017-03-07T18:21:27.899Z,Compra Crédito,Débito,-57.32
9411,664,664,5,55,9411,2019-03-03T18:07:12.125Z,Compra Débito,Débito,-22.22
9412,559,559,2,86,9412,2016-03-23T00:29:02.334Z,Compra Crédito,Débito,-14.41
9413,106,106,6,44,9413,2020-12-08T01:30:08.930Z,Compra Crédito,Débito,-32.95
9414,339,339,5,2,9414,2021-03-30T20:36:31.681Z,Pix - Realizado,Débito,-271.9
9415,935,935,7,14,9415,2019-02-05T00:28:28.879Z,Compra Crédito,Débito,-16.73
9416,276,276,5,15,9416,2018-10-02T03:20:04.802Z,TED - Recebido,Crédito,37875.0
9417,826,826,7,71,9417,2018-05-09T20:36:47.209Z,Compra Débito,Débito,-31.19
9418,977,977,7,14,9418,2021-02-27T22:35:53.942Z,Saque,Débito,-138.09
9419,67,67,9,46,9419,2022-12-29T11:04:17.993Z,Pix - Realizado,Débito,-319.6
9420,143,143,7,7,9420,2021-05-19T02:33:23.324Z,Compra Crédito,Débito,-29.2
9421,285,285,2,82,9421,2019-05-20T03:50:18.672Z,Compra Débito,Débito,-4.46
9422,794,794,7,33,9422,2018-11-29T01:41:53.582Z,Compra Crédito,Débito,-43.83
9423,681,681,7,42,9423,2021-09-14T15:18:06.460Z,Pix - Recebido,Crédito,505.4
9424,24,24,6,54,9424,2015-11-07T21:01:21.440Z,Compra Débito,Débito,-47.1
9425,843,843,7,42,9425,2020-01-19T16:31:05.729Z,Depósito em espécie,Crédito,26.21
9426,945,945,8,89,9426,2018-12-20T22:10:55.959Z,Pagamento de boleto,Débito,-2578.0
9427,67,67,9,46,9427,2022-12-29T17:11:49.202Z,Compra Crédito,Débito,-30.01
9428,128,128,8,6,9428,2019-07-10T01:04:46.160Z,Compra Crédito,Débito,-18.43
9429,821,821,7,71,9429,2022-11-26T04:05:51.470Z,Depósito em espécie,Crédito,27.12
9430,639,639,7,71,9430,2022-07-09T12:25:27.732Z,Pix - Realizado,Débito,-127.5
9431,41,41,1,32,9431,2020-08-13T10:14:23.545Z,Depósito em espécie,Crédito,106.28
9432,432,432,7,100,9432,2019-01-16T08:50:18.990Z,Compra Crédito,Débito,-14.62
9433,864,864,7,14,9433,2019-02-05T06:41:28.371Z,Compra Débito,Débito,-32.72
9434,767,767,7,33,9434,2017-02-11T11:05:31.527Z,Compra Débito,Débito,-85.1
9435,547,547,2,24,9435,2017-10-29T06:36:51.506Z,Compra Crédito,Débito,-48.99
9436,514,514,9,65,9436,2021-10-22T01:02:21.064Z,Compra Débito,Débito,-43.72
9437,698,698,7,42,9437,2017-04-08T20:49:47.997Z,Depósito em espécie,Crédito,159.14
9438,359,359,1,80,9438,2014-05-12T21:54:00.053Z,Compra Crédito,Débito,-4.48
9439,6,6,7,100,9439,2017-11-25T04:20:53.283Z,Compra Débito,Débito,-35.0
9440,566,566,7,7,9440,2021-09-10T00:52:37.981Z,Pix - Realizado,Débito,-1093.3
9441,707,707,7,33,9441,2017-02-06T07:38:19.687Z,Compra Débito,Débito,-14.03
9442,744,744,7,7,9442,2022-12-24T20:03:46.646Z,Pix - Recebido,Crédito,111.3
9443,709,709,3,31,9443,2020-04-07T20:38:23.419Z,Compra Débito,Débito,-28.83
9444,739,739,7,100,9444,2020-04-21T01:06:40.997Z,Compra Crédito,Débito,-20.23
9445,177,177,3,16,9445,2012-05-24T04:44:28.404Z,Depósito em espécie,Crédito,54.81
9446,940,940,7,14,9446,2017-05-05T17:07:09.160Z,Compra Crédito,Débito,-15.47
9447,748,748,2,82,9447,2019-01-17T18:22:34.750Z,Compra Crédito,Débito,-28.97
9448,167,167,7,7,9448,2018-12-11T03:30:54.018Z,Compra Crédito,Débito,-38.74
9449,353,353,7,71,9449,2022-10-29T10:51:54.632Z,Compra Crédito,Débito,-10.5
9450,201,201,7,71,9450,2022-12-23T09:33:28.269Z,Compra Crédito,Débito,-30.93
9451,57,57,2,84,9451,2014-10-08T22:57:57.314Z,Compra Crédito,Débito,-119.2
9452,722,722,7,7,9452,2019-08-17T12:37:23.475Z,Saque,Débito,-285.63
9453,372,372,7,100,9453,2019-11-05T04:12:56.262Z,Compra Crédito,Débito,-28.64
9454,453,453,4,1,9454,2015-03-07T10:40:31.358Z,TED - Recebido,Crédito,15855.0
9455,410,410,7,14,9455,2018-12-26T19:46:48.553Z,Compra Crédito,Débito,-92.52
9456,959,959,1,61,9456,2017-05-16T02:28:34.657Z,Compra Débito,Débito,-20.66
9457,811,811,9,65,9457,2020-08-17T06:23:23.309Z,Compra Crédito,Débito,-13.36
9458,265,265,7,42,9458,2016-12-28T10:51:36.626Z,Compra Crédito,Débito,-75.98
9459,161,161,6,44,9459,2022-12-25T05:09:03.122Z,Compra Crédito,Débito,-432.37
9460,7,7,6,48,9460,2022-10-11T23:39:39.185Z,Compra Crédito,Débito,-106.13
9461,615,615,4,1,9461,2019-01-11T19:43:07.730Z,Compra Débito,Débito,-24.26
9462,488,488,7,14,9462,2019-09-13T16:26:32.855Z,Compra Crédito,Débito,-58.6
9463,876,876,7,7,9463,2021-08-22T16:13:31.081Z,Pix - Realizado,Débito,-363.7
9464,268,268,4,19,9464,2018-04-05T16:46:16.854Z,Compra Crédito,Débito,-42.42
9465,781,781,1,36,9465,2022-02-25T18:10:22.450Z,Compra Crédito,Débito,-18.46
9466,329,329,3,98,9466,2015-12-04T13:25:21.327Z,Compra Crédito,Débito,-9.22
9467,83,83,7,14,9467,2022-08-30T00:46:42.621Z,Depósito em espécie,Crédito,35.83
9468,897,897,7,33,9468,2021-11-19T06:04:04.846Z,Transferência entre CC - Crédito,Crédito,291.9
9469,450,450,7,7,9469,2022-04-22T02:25:11.364Z,Compra Crédito,Débito,-25.94
9470,938,938,6,88,9470,2018-09-14T21:24:25.689Z,Compra Débito,Débito,-26.17
9471,907,907,7,100,9471,2017-11-19T06:29:12.541Z,Compra Débito,Débito,-18.03
9472,855,855,7,71,9472,2016-09-20T22:22:55.500Z,Saque,Débito,-127.89
9473,576,576,7,14,9473,2016-08-17T09:35:29.814Z,Saque,Débito,-112.63
9474,754,754,1,61,9474,2011-11-19T23:37:57.136Z,Compra Crédito,Débito,-54.75
9475,739,739,7,100,9475,2020-04-21T19:30:56.070Z,Compra Crédito,Débito,-87.29
9476,364,364,3,16,9476,2022-08-05T06:14:19.795Z,Pix - Realizado,Débito,-360.3
9477,337,337,7,100,9477,2018-09-04T13:41:40.535Z,Compra Débito,Débito,-49.39
9478,53,53,5,63,9478,2022-12-19T06:31:11.241Z,Compra Crédito,Débito,-27.35
9479,406,406,6,22,9479,2022-12-30T09:10:18.773Z,Compra Crédito,Débito,-23.25
9480,721,721,7,33,9480,2022-01-09T09:42:43.856Z,Compra Débito,Débito,-27.94
9481,459,459,1,60,9481,2015-02-05T06:08:02.182Z,Compra Débito,Débito,-38.95
9482,693,693,7,33,9482,2017-01-25T07:53:53.581Z,Compra Crédito,Débito,-25.81
9483,268,268,4,19,9483,2018-04-07T11:37:42.284Z,Compra Crédito,Débito,-14.1
9484,197,197,4,35,9484,2020-05-02T05:17:28.370Z,Compra Débito,Débito,-5.73
9485,884,884,7,71,9485,2019-03-16T11:55:03.820Z,Compra Crédito,Débito,-23.51
9486,420,420,5,50,9486,2016-04-28T07:49:52.568Z,Compra Débito,Débito,-10.52
9487,127,127,5,34,9487,2016-06-03T03:31:52.584Z,Compra Crédito,Débito,-32.57
9488,814,814,2,9,9488,2022-12-30T22:47:30.233Z,Pix - Recebido,Crédito,81.7
9489,550,550,1,3,9489,2020-08-28T11:20:13.541Z,Depósito em espécie,Crédito,128.19
9490,156,156,2,9,9490,2012-05-08T07:40:50.467Z,Compra Crédito,Débito,-79.26
9491,443,443,7,14,9491,2017-10-22T16:50:16.894Z,Compra Crédito,Débito,-16.12
9492,936,936,7,33,9492,2022-10-01T09:20:56.797Z,Pix - Realizado,Débito,-69.2
9493,270,270,2,95,9493,2018-01-06T18:59:09.234Z,TED - Recebido,Crédito,9815.0
9494,670,670,3,73,9494,2018-12-10T06:49:35.887Z,Compra Débito,Débito,-17.52
9495,77,77,7,100,9495,2018-03-18T22:14:00.073Z,Compra Crédito,Débito,-25.03
9496,572,572,2,86,9496,2017-08-30T16:48:49.510Z,Compra Crédito,Débito,-67.57
9497,857,857,2,70,9497,2017-11-17T11:41:59.762Z,Compra Débito,Débito,-36.15
9498,894,894,7,14,9498,2022-10-01T14:29:51.154Z,Compra Débito,Débito,-71.09
9499,641,641,7,100,9499,2020-10-31T11:21:52.976Z,Compra Débito,Débito,-44.11
9500,846,846,8,23,9500,2022-10-06T08:20:33.897Z,Pix - Realizado,Débito,-998.7
9501,743,743,2,81,9501,2014-10-16T04:59:07.800Z,Compra Débito,Débito,-139.4
9502,260,260,7,7,9502,2021-05-01T00:13:45.226Z,Pix - Recebido,Crédito,1126.9
9503,656,656,2,81,9503,2018-12-29T02:09:39.007Z,Compra Crédito,Débito,-162.78
9504,360,360,2,82,9504,2012-06-20T01:47:36.549Z,Compra Crédito,Débito,-5.64
9505,895,895,7,14,9505,2016-04-27T07:33:02.370Z,Compra Débito,Débito,-57.34
9506,942,942,4,19,9506,2014-04-20T21:02:50.764Z,Compra Débito,Débito,-34.96
9507,411,411,1,75,9507,2013-03-03T08:40:44.554Z,Compra Débito,Débito,-24.14
9508,292,292,5,67,9508,2016-10-06T03:49:39.614Z,Saque,Débito,-366.69
9509,946,946,7,42,9509,2022-05-15T04:10:41.729Z,Pix - Recebido,Crédito,191.3
9510,875,875,7,71,9510,2022-12-30T10:52:26.183Z,Compra Crédito,Débito,-36.72
9511,481,481,7,42,9511,2022-08-19T08:22:01.732Z,Depósito em espécie,Crédito,21.38
9512,780,780,8,6,9512,2018-03-24T22:34:41.456Z,Depósito em espécie,Crédito,15.04
9513,430,430,3,73,9513,2013-06-25T09:24:29.861Z,Compra Crédito,Débito,-103.89
9514,46,46,7,33,9514,2019-08-17T09:40:00.304Z,Compra Débito,Débito,-14.48
9515,375,375,2,70,9515,2020-03-12T15:33:46.924Z,Estorno de Debito,Crédito,114.31
9516,934,934,1,26,9516,2015-12-25T01:55:11.010Z,Depósito em espécie,Crédito,101.94
9517,84,84,7,42,9517,2020-02-22T19:02:26.824Z,Saque,Débito,-33.42
9518,680,680,7,42,9518,2022-09-08T05:28:15.626Z,Compra Crédito,Débito,-51.27
9519,742,742,1,75,9519,2014-05-31T09:09:55.207Z,Depósito em espécie,Crédito,31.2
9520,245,245,6,54,9520,2020-07-07T21:48:04.546Z,Compra Crédito,Débito,-6.95
9521,388,388,3,98,9521,2015-04-17T03:10:21.398Z,Compra Débito,Débito,-170.06
