PK_PROPOSTA,FK_CLIENTE,FK_COLABORADOR,FK_AGENCIA,NUMERO_PROPOSTA,TS_ENTRADA_PROPOSTA,TAXA_JUROS_MENSAL,VALOR_PROPOSTA,VALOR_FINANCIAMENTO,VALOR_ENTRADA,VALOR_PRESTACAO,QUANTIDADE_PARCELAS,CARENCIA,STATUS_PROPOSTA
1602,881,52,8,1602,2021-04-05T04:14:04.654Z,0.011800000444054604,131239.67,156472.39,25232.72,3215.85,56,5,Enviada
1603,816,12,9,1603,2013-03-30T04:58:26.553Z,0.008799999952316284,116578.21,218219.47,101641.26,1640.97,112,1,Validação documentos
1604,964,59,9,1604,2017-03-11T11:06:16.800Z,0.016200000420212746,136344.33,171629.31,35284.98,14878.53,10,2,Aprovada
1605,799,25,10,1605,2011-10-22T01:10:52.307Z,0.009999999776482582,104113.65,183287.59,79173.94,2787.24,47,1,Enviada
1606,727,95,2,1606,2011-04-18T13:54:17.190Z,0.014299999922513962,148096.49,228502.84,80406.35,3420.12,68,5,Em análise
1607,223,54,6,1607,2019-02-09T03:38:42.402Z,0.01209999993443489,169910.3,200689.03,30778.73,7916.84,25,1,Enviada
1608,319,64,10,1608,2013-06-12T09:05:35.270Z,0.014800000004470348,13977.67,20939.14,6961.47,2116.76,7,3,Em análise
1609,423,24,2,1609,2011-09-06T15:12:18.827Z,0.015300000086426735,18443.05,34906.97,16463.92,1240.32,17,1,Validação documentos
1610,57,46,9,1610,2019-12-20T17:45:39.553Z,0.023099999874830246,159815.88,236620.05,76804.17,4327.21,84,4,Enviada
1611,999,100,7,1611,2013-01-23T17:25:37.765Z,0.023000000044703484,24863.85,36645.43,11781.58,731.23,67,5,Validação documentos
1612,550,47,8,1612,2016-07-03T07:10:10.317Z,0.009600000455975533,190231.79,234723.74,44491.95,2807.85,110,5,Aprovada
1613,272,51,3,1613,2021-09-06T16:50:10.284Z,0.01759999990463257,123527.2,173875.66,50348.46,8925.74,16,5,Enviada
1614,451,26,1,1614,2010-12-30T20:52:57.367Z,0.02419999986886978,80997.21,118826.29,37829.08,2104.71,112,5,Enviada
1615,43,53,10,1615,2014-08-14T10:26:51.917Z,0.009499999694526196,100849.08,123794.87,22945.79,2543.18,50,5,Enviada
1616,714,12,9,1616,2014-05-17T21:58:55.415Z,0.013700000010430813,71885.36,87516.72,15631.36,2346.28,40,5,Enviada
1617,38,85,2,1617,2010-05-28T06:55:25.263Z,0.013799999840557575,48684.29,79614.66,30930.37,835.35,119,1,Em análise
1618,965,23,8,1618,2018-09-24T00:57:55.461Z,0.012299999594688416,71449.68,95922.75,24473.07,1795.35,55,2,Aprovada
1619,150,28,6,1619,2011-11-23T05:01:10.722Z,0.009100000374019146,91423.81,115221.25,23797.44,2485.03,45,6,Enviada
1620,804,42,7,1620,2017-10-13T05:00:34.949Z,0.022099999710917473,160487.67,200498.8,40011.13,4042.56,96,0,Validação documentos
1621,848,44,6,1621,2013-11-08T21:51:53.466Z,0.021700000390410423,74770.96,100576.44,25805.48,2412.61,52,0,Em análise
1622,380,80,1,1622,2012-12-31T02:48:08.181Z,0.017999999225139618,111473.79,137291.4,25817.61,2793.75,71,0,Aprovada
1623,58,2,5,1623,2013-07-19T23:17:28.306Z,0.012500000186264515,102410.78,138555.68,36144.9,2017.86,81,5,Validação documentos
1624,710,39,1,1624,2021-02-25T22:50:27.956Z,0.018400000408291817,65418.24,77665.72,12247.48,2012.42,50,1,Em análise
1625,608,46,9,1625,2010-06-09T17:29:04.320Z,0.018300000578165054,111610.64,190274.42,78663.78,2431.98,101,4,Em análise
1626,547,16,3,1626,2013-06-03T12:42:13.336Z,0.012400000356137753,162650,236507.94,73857.94,2939.93,94,5,Enviada
1627,534,2,5,1627,2022-11-22T13:00:20.774Z,0.024000000208616257,84414.66,144296.7,59882.04,2437.53,75,0,Enviada
1628,66,69,8,1628,2017-11-01T08:50:18.132Z,0.016599999740719795,141458.59,178280.44,36821.85,3458.86,69,4,Enviada
1629,63,63,5,1629,2021-06-30T21:11:36.699Z,0.014299999922513962,162306.75,222236.43,59929.68,4630,49,6,Enviada
1630,208,97,10,1630,2022-03-12T16:09:38.809Z,0.019700000062584877,17344.32,22625.25,5280.93,390.05,107,6,Enviada
1631,944,36,1,1631,2017-11-11T15:53:22.816Z,0.013399999588727951,106996.72,137517.37,30520.65,6134.25,20,1,Aprovada
1632,976,59,9,1632,2019-03-08T06:22:20.321Z,0.00839999970048666,134178.16,207475.93,73297.77,5232.55,29,4,Em análise
1633,453,6,8,1633,2019-12-19T12:27:56.061Z,0.009499999694526196,36594.06,59957.05,23362.99,1851.1,22,5,Validação documentos
1634,883,66,9,1634,2010-06-17T23:00:36.611Z,0.017400000244379044,714.66,1384.65,669.99,22.39,47,0,Enviada
1635,515,18,1,1635,2019-02-18T20:12:37.095Z,0.01489999983459711,92688.76,171765,79076.24,2075.91,74,3,Enviada
1636,797,13,3,1636,2012-09-27T17:56:34.658Z,0.018300000578165054,22369.36,28343.4,5974.04,469.9,113,6,Em análise
1637,587,39,1,1637,2020-09-30T15:10:21.199Z,0.014999999664723873,82725.4,152738.27,70012.87,1672.31,91,1,Enviada
1638,690,42,7,1638,2010-09-21T23:24:41.736Z,0.014000000432133675,61451.36,116506.26,55054.9,1273.2,81,3,Aprovada
1639,131,42,7,1639,2021-02-18T03:21:52.583Z,0.021700000390410423,92298.46,126543.31,34244.85,2489.98,76,0,Aprovada
1640,659,88,6,1640,2022-07-16T04:24:53.241Z,0.01489999983459711,79312.57,128082.05,48769.48,1537.26,99,5,Validação documentos
1641,177,11,1,1641,2013-05-07T05:56:58.056Z,0.009999999776482582,75722.44,116542.74,40820.3,3564.52,24,1,Enviada
1642,535,98,3,1642,2011-11-13T18:07:52.359Z,0.01080000028014183,113815.28,186204.94,72389.66,1703.7,119,2,Enviada
1643,415,52,8,1643,2013-01-05T12:03:11.245Z,0.0142000000923872,15722.97,21774.97,6052,281.24,112,1,Validação documentos
1644,97,81,2,1644,2013-01-05T18:33:58.864Z,0.016699999570846558,149297.88,183617.11,34319.23,4217.83,54,2,Em análise
1645,629,43,5,1645,2010-08-01T04:37:53.215Z,0.015399999916553497,80689.42,123035.49,42346.07,4192.81,23,2,Enviada
1646,574,98,3,1646,2016-06-14T17:27:40.739Z,0.02329999953508377,104038.81,125073.92,21035.11,4156.28,38,5,Aprovada
1647,229,10,8,1647,2019-08-11T06:45:58.948Z,0.019999999552965164,60371.61,120043.2,59671.59,2631.98,31,5,Aprovada
1648,362,63,5,1648,2021-09-22T10:29:23.021Z,0.022700000554323196,48287.31,72083.75,23796.44,1723.98,45,6,Em análise
1649,905,53,10,1649,2014-08-26T09:52:02.347Z,0.02290000021457672,44829.4,67156.4,22327,4314.91,12,5,Enviada
1650,284,61,1,1650,2015-03-07T18:47:46.246Z,0.019600000232458115,73882.33,122318.74,48436.41,4694.98,19,4,Aprovada
1651,608,48,6,1651,2016-05-19T14:36:39.750Z,0.01549999974668026,185080.79,227560.96,42480.17,94697.47,2,1,Enviada
1652,961,78,2,1652,2016-07-14T02:56:22.319Z,0.015200000256299973,19986.22,33287.19,13300.97,936.33,26,4,Aprovada
1653,298,76,2,1653,2014-09-14T01:01:11.834Z,0.019600000232458115,55462.37,104279.69,48817.32,1226.55,112,3,Validação documentos
1654,213,78,2,1654,2022-12-01T07:10:32.066Z,0.021800000220537186,55433.96,100003.63,44569.67,8624.57,7,4,Enviada
1655,670,24,2,1655,2018-07-31T03:34:21.425Z,0.020800000056624413,14293.8,25988.04,11694.24,499.02,44,3,Enviada
1656,415,74,9,1656,2011-08-06T22:02:12.408Z,0.01600000075995922,13457.38,16788.63,3331.25,1343.95,11,3,Em análise
1657,1,11,1,1657,2019-09-25T11:59:03.965Z,0.010499999858438969,154759.62,204266.67,49507.05,3333.14,64,5,Validação documentos
1658,794,74,9,1658,2017-01-20T06:29:07.338Z,0.008999999612569809,2840.24,3499.3,659.06,47.95,85,1,Enviada
1659,688,57,4,1659,2022-05-31T12:18:57.153Z,0.01269999984651804,19818.97,35792.4,15973.43,3451.53,6,0,Em análise
1660,121,55,5,1660,2021-04-27T12:33:33.384Z,0.01600000075995922,39619.6,52970.17,13350.57,976.4,66,3,Validação documentos
1661,884,40,6,1661,2019-09-01T09:55:37.262Z,0.02410000003874302,38007.25,51264.04,13256.79,973.18,119,5,Aprovada
1662,630,44,6,1662,2012-04-18T11:39:40.074Z,0.020400000736117363,62760.61,94421.07,31660.46,13330.65,5,1,Aprovada
1663,342,2,5,1663,2015-01-28T05:03:30.324Z,0.017500000074505806,85872.58,116321.59,30449.01,4567.39,23,2,Validação documentos
1664,402,88,6,1664,2015-05-06T21:34:04.662Z,0.01979999989271164,136534.31,222060.85,85526.54,8692.34,19,6,Aprovada
1665,651,45,4,1665,2013-02-12T12:29:37.411Z,0.0203000009059906,45625.12,54497.84,8872.72,1211.16,72,3,Enviada
1666,493,38,8,1666,2012-08-11T20:08:21.379Z,0.010099999606609344,72370.9,85436.67,13065.77,1634.19,59,3,Em análise
1667,967,26,1,1667,2012-06-27T18:08:55.669Z,0.014399999752640724,107230.29,200518.82,93288.53,2653.38,61,2,Enviada
1668,627,60,1,1668,2011-01-01T09:34:59.518Z,0.023099999874830246,72485.07,93716.36,21231.29,2677.17,43,4,Em análise
1669,848,97,10,1669,2021-03-28T14:44:09.083Z,0.022099999710917473,93610.2,170505.06,76894.86,2879.07,58,0,Validação documentos
1670,133,49,5,1670,2010-04-30T15:39:45.566Z,0.02370000071823597,97902.54,150584.61,52682.07,3655.36,43,3,Enviada
1671,162,60,1,1671,2021-09-06T06:48:05.943Z,0.023900000378489494,40056.36,79980.24,39923.88,1056.96,100,6,Aprovada
1672,674,17,10,1672,2018-07-13T02:27:10.711Z,0.013899999670684338,176734.28,229369.96,52635.68,3453.66,90,2,Validação documentos
1673,575,37,8,1673,2019-12-25T08:56:27.969Z,0.02449999935925007,50372.63,61487.11,11114.48,1345.33,103,5,Validação documentos
1674,226,43,5,1674,2018-08-19T00:52:48.156Z,0.010599999688565731,83337.55,132920.77,49583.22,8066.45,11,0,Enviada
1675,518,8,8,1675,2013-01-23T11:03:51.406Z,0.010499999858438969,127315.66,194175.55,66859.89,6028.93,24,0,Enviada
1676,169,19,4,1676,2016-04-23T10:26:25.585Z,0.021199999377131462,176246.9,237528.75,61281.85,7183.63,35,1,Enviada
1677,754,5,8,1677,2018-03-13T00:09:03.253Z,0.023499999195337296,40130.94,52649.24,12518.3,1167.47,71,5,Em análise
1678,996,41,8,1678,2013-09-20T20:12:22.023Z,0.016200000420212746,32336.43,47775.45,15439.02,830.49,62,6,Validação documentos
1679,333,75,1,1679,2017-11-09T17:56:24.597Z,0.018400000408291817,104272.22,161887.8,57615.58,14136.19,8,6,Enviada
1680,209,95,2,1680,2022-11-03T04:20:17.602Z,0.015399999916553497,1463.27,2819.46,1356.19,30.16,90,4,Enviada
1681,909,93,9,1681,2017-07-18T19:41:37.550Z,0.017500000074505806,94478.84,138004.47,43525.63,2022.86,98,2,Em análise
1682,575,43,5,1682,2013-12-08T14:03:19.647Z,0.019099999219179153,18391.55,22793.02,4401.47,475.33,71,0,Em análise
1683,388,74,9,1683,2018-09-26T13:08:52.486Z,0.013100000098347664,148175.61,235334.95,87159.34,2846.71,88,3,Enviada
1684,887,71,7,1684,2018-12-04T15:51:02.715Z,0.017500000074505806,96106.18,120486.99,24380.81,2204.1,83,0,Em análise
1685,292,5,8,1685,2014-02-15T13:43:12.525Z,0.013100000098347664,106721.05,178062.3,71341.25,2116.69,83,1,Aprovada
1686,920,51,3,1686,2011-11-27T23:10:21.190Z,0.010900000110268593,73760.05,100670.46,26910.41,1589.76,65,3,Em análise
1687,957,66,9,1687,2022-01-17T11:09:29.598Z,0.009399999864399433,128245.94,242218.79,113972.85,2675.8,64,5,Em análise
1688,605,15,5,1688,2016-12-25T14:26:46.383Z,0.02070000022649765,36243.62,71567.17,35323.55,940.48,78,2,Em análise
1689,55,81,2,1689,2018-07-16T01:47:33.216Z,0.01889999955892563,50657.72,80873.04,30215.32,1301.99,71,4,Enviada
1690,412,73,3,1690,2015-07-05T06:59:04.734Z,0.021199999377131462,84383.27,139289.44,54906.17,2033.27,101,1,Validação documentos
1691,603,54,6,1691,2015-11-22T09:36:54.275Z,0.020600000396370888,62029.21,93310.85,31281.64,2369.7,38,2,Validação documentos
1692,401,71,7,1692,2014-09-13T07:49:28.477Z,0.022299999371170998,114210.68,218881.11,104670.43,3392.29,63,6,Enviada
1693,893,71,7,1693,2018-07-23T11:00:09.944Z,0.0210999995470047,16941.79,28493.4,11551.61,1410.28,14,2,Enviada
1694,856,65,9,1694,2018-12-20T16:13:40.006Z,0.011800000444054604,117042.17,170176.69,53134.52,6912.57,19,3,Aprovada
1695,247,8,8,1695,2013-07-09T07:18:31.702Z,0.012900000438094139,65952.52,125211.23,59258.71,1973.74,44,2,Validação documentos
1696,95,62,1,1696,2019-07-20T06:33:00.959Z,0.02199999988079071,4553.78,7721.52,3167.74,110.49,109,3,Validação documentos
1697,728,25,10,1697,2011-08-28T14:01:41.841Z,0.010400000028312206,50995.23,60316.96,9321.73,776.65,111,3,Aprovada
1698,624,33,7,1698,2013-05-14T09:25:39.118Z,0.014700000174343586,189463.59,233285.95,43822.36,8820.9,26,3,Aprovada
1699,685,96,6,1699,2015-02-14T09:20:17.629Z,0.008299999870359898,39202.94,56092.03,16889.09,1109.36,42,5,Enviada
1700,510,10,8,1700,2018-05-25T15:33:31.835Z,0.019099999219179153,71232.14,86494.5,15262.36,1602.08,100,3,Em análise
1701,498,66,9,1701,2013-03-14T12:42:49.875Z,0.01140000019222498,25070.03,35688.44,10618.41,608.14,56,6,Validação documentos
1702,418,68,9,1702,2021-05-07T05:55:16.259Z,0.014499999582767487,204782.93,242870.38,38087.45,4024.36,93,3,Enviada
1703,125,16,3,1703,2013-12-02T11:44:27.382Z,0.019999999552965164,15344.64,29189.65,13845.01,15651.54,1,4,Aprovada
1704,129,33,7,1704,2014-12-10T21:46:55.331Z,0.01510000042617321,123302.17,245490.57,122188.4,9247.83,15,2,Em análise
1705,437,14,7,1705,2017-07-26T11:40:28.451Z,0.010099999606609344,153915.98,225940.57,72024.59,3819.51,52,6,Enviada
1706,582,40,6,1706,2011-11-20T00:23:37.515Z,0.012900000438094139,108187.67,183385.96,75198.29,2794.04,54,4,Enviada
1707,724,44,6,1707,2010-05-04T01:02:08.474Z,0.017400000244379044,61829,111521.78,49692.78,1286.02,105,6,Validação documentos
1708,152,79,10,1708,2017-06-24T23:14:42.779Z,0.010400000028312206,2232.86,3210.1,977.24,572.8,4,3,Validação documentos
1709,987,25,10,1709,2020-01-25T01:00:18.647Z,0.008200000040233135,155240.47,217302.59,62062.12,8447.61,20,5,Enviada
1710,953,33,7,1710,2019-12-29T07:08:46.546Z,0.01119999960064888,177704.85,245928.35,68223.5,3401.24,79,1,Aprovada
1711,605,63,5,1711,2013-06-06T20:52:53.540Z,0.018699999898672104,20210.85,24407.86,4197.01,611.15,52,3,Aprovada
1712,986,2,5,1712,2015-06-04T15:32:33.861Z,0.02419999986886978,49151.41,69623.49,20472.08,1401.38,79,0,Enviada
1713,828,1,4,1713,2011-08-13T15:59:08.054Z,0.012400000356137753,109792.13,195258.61,85466.48,16472.13,7,6,Enviada
1714,202,88,6,1714,2012-06-16T16:15:22.843Z,0.018200000748038292,41125.31,73699.6,32574.29,1189.64,55,5,Validação documentos
1715,772,77,9,1715,2021-01-12T19:59:13.895Z,0.022700000554323196,165234.69,204970.91,39736.22,5754.59,47,4,Validação documentos
1716,264,26,1,1716,2014-01-06T01:08:48.620Z,0.01489999983459711,141794.29,234989.88,93195.59,8250.77,20,5,Validação documentos
1717,308,63,5,1717,2021-03-06T06:40:27.706Z,0.01899999938905239,146098.74,240018.38,93919.64,3297.15,98,1,Enviada
1718,409,88,6,1718,2015-12-09T03:17:48.528Z,0.020099999383091927,18592.04,22858.18,4266.14,412.31,119,2,Enviada
1719,228,94,2,1719,2020-11-21T10:58:27.095Z,0.016599999740719795,47046.75,55835.26,8788.51,1060.44,81,3,Em análise
1720,969,46,9,1720,2010-10-01T04:25:41.699Z,0.01510000042617321,53644.66,103745.17,50100.51,13921.23,4,1,Validação documentos
1721,709,34,5,1721,2018-02-03T03:38:40.091Z,0.01759999990463257,45098.56,64360.51,19261.95,7986.17,6,2,Enviada
1722,588,85,2,1722,2012-12-08T05:44:41.271Z,0.009200000204145908,108469.14,180295.57,71826.43,1937.94,79,3,Enviada
1723,682,35,4,1723,2011-02-03T01:27:19.828Z,0.008899999782443047,64075.91,121123.56,57047.65,1646.14,48,6,Aprovada
1724,921,28,6,1724,2014-03-13T14:01:27.445Z,0.008500000461935997,76033.78,90912.26,14878.48,1117.67,102,0,Em análise
1725,546,24,2,1725,2022-05-25T23:00:43.777Z,0.010700000450015068,20482.56,29002.36,8519.8,1485.29,15,1,Enviada
1726,766,3,1,1726,2019-09-12T19:17:25.977Z,0.016300000250339508,156490.99,184611.83,28120.84,4861.69,46,6,Validação documentos
1727,259,60,1,1727,2018-02-28T15:37:04.806Z,0.009499999694526196,143399.18,217812.58,74413.4,4513.41,38,2,Validação documentos
1728,664,48,6,1728,2019-10-23T17:10:14.738Z,0.012900000438094139,106378.16,153163.94,46785.78,2277.19,72,2,Validação documentos
1729,982,23,8,1729,2014-08-03T05:44:15.780Z,0.022099999710917473,98102.9,134766.82,36663.92,4404.99,31,1,Validação documentos
1730,623,43,5,1730,2016-11-02T10:46:49.779Z,0.02280000038444996,12780.88,15580.27,2799.39,387.07,62,2,Em análise
1731,141,12,9,1731,2015-06-21T21:09:02.332Z,0.016899999231100082,21715.22,36624.3,14909.08,531.4,70,3,Enviada
1732,998,94,2,1732,2018-07-08T05:36:19.809Z,0.017400000244379044,57315.41,86792.66,29477.25,2155.83,36,1,Enviada
1733,832,28,6,1733,2017-01-29T06:32:33.017Z,0.0142000000923872,132320.31,179291.85,46971.54,2325.73,117,1,Enviada
1734,58,51,3,1734,2010-06-23T18:55:58.562Z,0.012799999676644802,78323.98,132215.01,53891.03,1325.61,111,0,Aprovada
1735,732,65,9,1735,2015-08-17T04:43:50.184Z,0.02459999918937683,844.53,1165.75,321.22,25.28,71,0,Em análise
1736,39,39,1,1736,2021-09-13T00:15:51.433Z,0.011500000022351742,181400.57,239199.8,57799.23,6637.03,33,3,Enviada
1737,941,99,9,1737,2018-03-15T10:30:21.513Z,0.015699999406933784,148617.94,180047.22,31429.28,5326.26,37,5,Aprovada
1738,420,99,9,1738,2016-02-02T09:59:02.092Z,0.020400000736117363,175010.34,246789.42,71779.08,12930.41,16,6,Aprovada
1739,761,70,2,1739,2010-03-21T06:25:04.419Z,0.01510000042617321,117560.75,171679.05,54118.3,2197.87,110,0,Validação documentos
1740,920,38,8,1740,2014-11-17T23:29:32.715Z,0.01510000042617321,8501.2,16092.16,7590.96,199.19,69,1,Enviada
1741,182,53,10,1741,2019-09-02T04:32:11.893Z,0.011900000274181366,89007.09,110290.31,21283.22,2523.81,46,3,Enviada
1742,923,89,8,1742,2019-01-16T09:36:04.725Z,0.013199999928474426,6583.31,8777.05,2193.74,434.87,17,5,Validação documentos
1743,175,23,8,1743,2017-04-12T00:08:21.673Z,0.008299999870359898,93142.98,155130.37,61987.39,10783.45,9,1,Enviada
1744,738,8,8,1744,2020-10-23T11:15:37.008Z,0.02449999935925007,81018.97,116083.3,35064.33,9233.23,10,2,Em análise
1745,376,42,7,1745,2014-01-14T16:23:36.045Z,0.010700000450015068,101014.11,139184.74,38170.63,2346.6,58,0,Aprovada
1746,463,100,7,1746,2022-01-19T09:31:42.620Z,0.017100000753998756,85414.83,129404.05,43989.22,1698.17,116,2,Aprovada
1747,498,17,10,1747,2013-12-28T19:41:16.266Z,0.00839999970048666,134794.88,168926.6,34131.72,5422.51,28,6,Em análise
1748,219,18,1,1748,2020-04-06T05:53:38.723Z,0.012900000438094139,109388.48,191000.35,81611.87,1830.25,115,6,Enviada
1749,961,41,8,1749,2012-12-08T23:58:43.709Z,0.015200000256299973,97898.75,192021.01,94122.26,9731.95,11,5,Enviada
1750,111,11,1,1750,2017-07-21T12:39:07.999Z,0.01730000041425228,24129.59,46377.41,22247.82,584.57,73,6,Em análise
1751,680,22,6,1751,2012-10-14T18:42:34.622Z,0.016899999231100082,31424.07,37155.06,5730.99,646.04,103,2,Aprovada
1752,404,82,2,1752,2011-08-22T02:30:04.918Z,0.014100000262260437,12528.47,23627.71,11099.24,230.35,104,0,Enviada
1753,764,71,7,1753,2011-10-03T01:30:05.351Z,0.01080000028014183,92875.09,158741.83,65866.74,2278.92,54,0,Enviada
1754,160,9,2,1754,2012-10-28T15:39:27.490Z,0.01810000091791153,195673.43,243657.64,47984.21,4026.61,118,1,Em análise
1755,642,23,8,1755,2018-10-14T20:40:47.558Z,0.01209999993443489,52705.11,99018.24,46313.13,2455.76,25,2,Validação documentos
1756,47,42,7,1756,2011-08-02T05:02:52.116Z,0.017100000753998756,11503.75,17043.31,5539.56,422.14,37,6,Enviada
1757,100,2,5,1757,2014-10-10T08:34:05.722Z,0.022299999371170998,158159.74,194357.84,36198.1,14148.92,13,1,Aprovada
1758,863,1,4,1758,2018-06-13T21:53:23.322Z,0.013000000268220901,145607.68,184652.52,39044.84,6859.38,25,6,Aprovada
1759,19,57,4,1759,2015-02-23T08:43:32.324Z,0.010400000028312206,21122.08,41610.2,20488.12,474.99,60,4,Em análise
1760,951,50,5,1760,2014-07-03T14:47:16.024Z,0.011300000362098217,78076.02,117214.19,39138.17,20073.51,4,2,Enviada
1761,158,79,10,1761,2020-02-13T10:39:19.489Z,0.017500000074505806,152820.48,240233.37,87412.89,3078.8,117,2,Validação documentos
1762,125,27,10,1762,2017-10-01T17:57:17.387Z,0.020400000736117363,54480.13,100583.2,46103.07,1226.92,117,4,Enviada
1763,496,73,3,1763,2010-02-27T04:20:35.761Z,0.011599999852478504,30985.3,59317.47,28332.17,487.3,116,6,Enviada
1764,535,99,9,1764,2015-01-20T04:37:06.080Z,0.02239999920129776,69752.04,86604.97,16852.93,1842.8,85,1,Validação documentos
1765,193,5,8,1765,2022-10-18T16:05:54.867Z,0.014700000174343586,79541.96,101028.19,21486.23,1463.13,110,4,Enviada
1766,471,67,5,1766,2012-01-18T10:47:05.535Z,0.019300000742077827,44116.22,83440.46,39324.24,949.02,119,5,Validação documentos
1767,508,82,2,1767,2018-07-23T05:14:38.591Z,0.020099999383091927,82193.13,116958.96,34765.83,7247.5,13,1,Em análise
1768,959,78,2,1768,2019-08-04T19:18:36.021Z,0.021900000050663948,65346.56,99126.74,33780.18,7347.31,10,2,Aprovada
1769,661,84,2,1769,2015-10-02T23:25:55.452Z,0.01269999984651804,27378.5,39369.63,11991.13,500.55,94,0,Validação documentos
1770,654,18,1,1770,2011-10-01T08:31:45.906Z,0.014700000174343586,184542.34,248551.52,64009.18,3772.7,87,0,Enviada
1771,212,25,10,1771,2011-09-08T04:07:13.098Z,0.020600000396370888,194128.61,238846.97,44718.36,5022.85,78,5,Em análise
1772,779,57,4,1772,2010-02-01T07:24:49.042Z,0.019600000232458115,139907.62,229240.42,89332.8,3064.69,116,1,Em análise
1773,902,49,5,1773,2015-07-25T00:14:55.100Z,0.018400000408291817,110642.32,183125.95,72483.63,2483.21,94,4,Aprovada
1774,236,33,7,1774,2019-05-14T10:10:51.572Z,0.022600000724196434,99810.67,135068.11,35257.44,2429.6,118,5,Validação documentos
1775,365,70,2,1775,2019-08-13T10:11:51.044Z,0.014499999582767487,134711.89,231710.84,96998.95,2414.46,115,0,Validação documentos
1776,838,79,10,1776,2013-08-17T19:47:21.053Z,0.013700000010430813,29875.27,50780.11,20904.84,1796.58,19,4,Em análise
1777,958,47,8,1777,2017-12-09T18:13:31.645Z,0.010700000450015068,37748.85,46109.69,8360.84,1269,36,2,Enviada
1778,175,63,5,1778,2013-09-03T20:01:43.498Z,0.02239999920129776,58076.37,86288.27,28211.9,1546.91,83,5,Enviada
1779,396,82,2,1779,2015-01-11T11:18:23.134Z,0.01590000092983246,144050.83,194942.98,50892.15,9265.61,18,0,Validação documentos
1780,916,21,9,1780,2011-05-15T02:29:44.020Z,0.018400000408291817,133430.41,165798.06,32367.65,2778.27,118,2,Aprovada
1781,136,1,4,1781,2010-08-02T10:40:28.568Z,0.018699999898672104,77897.77,131730.05,53832.28,13845.81,6,0,Aprovada
1782,263,58,5,1782,2016-06-21T22:49:50.851Z,0.01600000075995922,22264.09,38040.34,15776.25,449.63,99,5,Validação documentos
1783,708,24,2,1783,2019-11-08T22:36:00.846Z,0.017799999564886093,47536.15,74286.52,26750.37,1003.53,105,2,Enviada
1784,364,11,1,1784,2010-10-22T17:21:30.317Z,0.02449999935925007,38825.61,63293.91,24468.3,1271.12,57,5,Validação documentos
1785,868,53,10,1785,2010-01-24T01:15:39.138Z,0.014700000174343586,138784.11,181651.5,42867.39,2612.94,104,5,Enviada
1786,30,73,3,1786,2018-02-15T09:58:44.076Z,0.011500000022351742,103635.39,164057.32,60421.93,2272.59,65,0,Aprovada
1787,406,56,9,1787,2012-06-26T02:12:13.596Z,0.014999999664723873,151751.28,208694.04,56942.76,3117.18,88,0,Enviada
1788,49,74,9,1788,2011-11-09T13:23:51.599Z,0.015399999916553497,95650.95,160014.48,64363.53,2144.21,76,6,Enviada
1789,84,9,2,1789,2019-10-12T02:53:00.058Z,0.010900000110268593,142601.1,221852.3,79251.2,2153.58,118,6,Aprovada
1790,57,2,5,1790,2019-07-19T02:02:25.076Z,0.022600000724196434,30210.71,58479.99,28269.28,762.56,101,0,Enviada
1791,40,32,1,1791,2011-10-15T07:56:55.298Z,0.023000000044703484,126307.36,166897.32,40589.96,3738.59,66,1,Validação documentos
1792,940,17,10,1792,2020-08-15T10:18:31.085Z,0.021199999377131462,158698.8,249097.06,90398.26,3802.61,103,3,Aprovada
1793,492,15,5,1793,2020-07-20T01:16:35.455Z,0.019899999722838402,115172.53,219589.75,104417.22,5135.38,30,0,Enviada
1794,553,45,4,1794,2018-08-24T07:33:33.482Z,0.009100000374019146,68244.34,133096.04,64851.7,964.38,114,0,Validação documentos
1795,197,74,9,1795,2015-02-07T20:18:27.774Z,0.01640000008046627,11213.13,20854.73,9641.6,1350.28,9,1,Em análise
1796,74,95,2,1796,2018-12-12T14:45:19.687Z,0.01899999938905239,167098.85,214000.76,46901.91,4923.49,55,3,Em análise
1797,780,12,9,1797,2021-06-05T23:02:34.866Z,0.013700000010430813,74020.94,90618.76,16597.82,1333.64,105,0,Aprovada
1798,321,92,1,1798,2017-11-03T04:23:29.912Z,0.013500000350177288,2515.51,3709.93,1194.42,46.67,97,0,Validação documentos
1799,151,28,6,1799,2011-07-14T01:29:34.020Z,0.01759999990463257,116260.79,201786.63,85525.84,2719.72,80,3,Enviada
1800,228,39,1,1800,2013-11-15T20:19:28.556Z,0.01860000006854534,96322.75,133542.79,37220.04,2455.04,71,5,Enviada
1801,968,31,3,1801,2010-02-25T22:25:43.017Z,0.014399999752640724,144904.15,212767.26,67863.11,5420,34,1,Aprovada
1802,329,14,7,1802,2019-08-22T10:55:14.529Z,0.020400000736117363,177714.65,214250.22,36535.57,4028.37,114,3,Validação documentos
1803,329,72,1,1803,2016-01-07T23:54:46.080Z,0.012799999676644802,59604.43,118600.66,58996.23,1445.43,59,5,Em análise
1804,414,19,4,1804,2012-07-26T17:27:58.741Z,0.0142000000923872,96239.51,122927.15,26687.64,1761.85,106,1,Aprovada
1805,88,63,5,1805,2022-11-27T19:58:19.235Z,0.013700000010430813,30605.29,46920.96,16315.67,572.15,97,6,Aprovada
1806,577,51,3,1806,2021-03-23T07:14:00.635Z,0.010599999688565731,73403.96,114656.82,41252.86,1679.84,59,0,Aprovada
